company_id,date,End of month account balance,Monthly average account balance,Monthly minimum balance,Maximum monthly balance,Account balance at the end of last month,Last month's average account balance,Last month's minimum balance,Last month's maximum balance
1000088,202208,1667694,1726556,1171299,3281346,1818891,1699509,1230223,3475561
1000088,202209,2135780,2096280,1121071,5670301,2179363,2273587,1028556,6110784
1000088,202210,1445581,1449003,1255990,3094201,1485431,1556915,1259228,3303068
1000088,202211,1787917,1785301,1020626,4975203,1950376,1817716,948034,4959753
1000088,202212,1958448,1929836,1393118,4806678,1852917,1957750,1404025,4406715
1000088,202301,1574479,1636112,1293319,3385753,1418894,1509043,1362595,3298882
1000088,202302,2576560,2490471,1510331,6528029,2627515,2341171,1430871,6429398
1000088,202303,1647703,1589952,1171433,1932530,1650288,1511293,1253311,2110420
1000088,202304,1553394,1565341,926248,1788669,1546450,1561645,895645,1812099
1000088,202305,1641041,1666886,1319196,2065026,1497246,1744014,1237612,2123196
1000088,202306,2318351,2247553,1682511,4477603,2297223,2229898,1670842,4730143
1000088,202307,1906887,1886048,1606343,2950631,1825867,1744994,1727164,2990879
1000088,202308,2074453,2167090,1779513,6161325,1980922,2140802,1626095,6282684
1000088,202309,1422436,1386393,1080330,3030288,1343457,1292848,1043074,2875941
1000088,202310,1438512,1462730,1136649,3392859,1390330,1536202,1171467,3093518
1000088,202311,1931224,1977602,1389878,3147428,1874497,1845696,1350288,3286787
1000088,202312,2375353,2363031,1552938,4065212,2284507,2354776,1419641,4348707
1000088,202401,2457493,2565014,1865844,4269593,2692799,2664235,1803151,4194448
1000088,202402,1501120,1536645,1295940,3644115,1631036,1453112,1379128,3679764
1000088,202403,2042053,2033460,1361379,4084191,2072483,1861034,1488814,3926774
1000088,202404,2491017,2508288,1558788,5190280,2730680,2540042,1415310,5138606
1000088,202405,1861935,1897798,1220265,4142443,2044850,1728591,1237173,3901261
1000088,202406,2390816,2412856,1611790,6122263,2321931,2455210,1484556,6440482
1000088,202407,1557397,1616375,824523,1980545,1540324,1698324,854271,1977341
1000088,202408,2517563,2481533,1760724,6485394,2748706,2396821,1587430,6546559
1000088,202409,2297227,2251256,1602834,4985319,2347134,2246010,1447276,4523766
1000088,202410,2524677,2452430,1856590,5986719,2379724,2662731,1959400,6133271
1000088,202411,2207635,2105594,1424207,3802316,2291251,2093427,1302988,3576196
1000088,202412,1832510,1748766,1365665,3441151,1724665,1922437,1312453,3360899
1000088,202501,2520900,2614187,2146008,3880207,2439907,2434855,2342599,3812470
1000088,202502,1727311,1758125,1523813,5113997,1633193,1831591,1671698,5061560
1000088,202503,1795106,1823923,1316611,3669745,1703548,1879595,1227450,3469697
1000088,202504,2236608,2262249,1156407,6693152,2015029,2430698,1170492,7161820
1000088,202505,2313866,2394670,2054005,4698520,2490047,2199477,2078303,4630720
1000088,202506,2510388,2505434,1963989,3809582,2407959,2395298,1945284,3895019
1000088,202507,1642559,1703401,1042015,3390503,1506678,1578091,1130523,3467764
1000088,202508,2353008,2319935,1315009,2765329,2158643,2520885,1381820,2824498
1000088,202509,2281805,2379171,1271803,6432551,2307369,2344261,1339088,6508864
1000088,202510,1473679,1502954,835720,3912979,1618960,1626216,797204,4165464
1000089,202101,7580008,7395948,3928180,18791286,7041861,7091836,3876579,19966184
1000089,202102,7070455,7115765,6086683,15969829,6504283,6584029,6071373,15705191
1000089,202103,7176431,7200135,5140529,15800240,7087879,6907143,4933789,16229520
1000089,202104,10486000,10106300,8178909,31392814,10618818,10302714,7516119,28899152
1000089,202105,8826624,8907160,7337072,14371466,8463638,9522168,6788786,13195226
1000089,202106,9191987,9021738,7506327,23728197,8828944,8814942,7026929,23632887
1000089,202107,10455126,9987100,8918664,23050092,10297204,10815647,8390060,24895039
1000089,202108,7531123,7869011,6679366,22248240,7251184,7466482,6335060,22915685
1000089,202109,9602546,9738412,6487751,25665935,10400194,10115367,6170448,26534554
1000089,202110,7810780,8105183,6874534,23410451,7095241,8487282,6813648,21807646
1000089,202111,9932761,10107633,7840086,22029051,9405470,9650693,7855096,21823319
1000089,202112,6572363,6478367,3471964,9783839,6977947,5865474,3339251,9589709
1000089,202201,10313995,10327081,7969760,21215943,11002883,10048740,8618970,22416673
1000089,202202,6758288,6877062,5235555,16565315,6233243,6251519,5291198,15365403
1000089,202203,7282432,7617607,6279963,18725206,7972462,8228163,6641031,18871977
1000089,202204,9379871,9148816,6089157,10326946,9742599,9978659,6605807,11176546
1000089,202205,7611872,7897299,5586844,15677042,7265673,8269072,5210441,16907564
1000089,202206,8658008,9025174,4371211,13393468,8581883,9434347,4308155,14337271
1000089,202207,7859768,7993710,4973897,21711292,7540879,7579464,4907456,21168445
1000089,202208,9312445,9714059,4888079,12949144,8660615,8886276,4745808,14091519
1000089,202209,6804920,6735427,4822981,16102256,6520716,7142387,4349273,17085461
1000089,202210,5976263,6246997,4942244,9594998,6071993,6320913,5254566,10268838
1000089,202211,7154182,7299256,4167862,12716058,7620591,7564405,3844068,13815625
1000089,202212,8004819,7638202,5691237,23110413,7786333,8065392,6255216,25130268
1000089,202301,6510717,6775620,3786655,10136219,6312662,6652892,3993374,9609267
1000089,202302,7421832,7410307,4069207,9503694,7374333,6883503,4134322,8796025
1000089,202303,7642252,7611932,5383192,9412513,7863198,8061092,5011328,9771835
1000089,202304,5971063,6010750,3174572,12293037,6271546,5955169,3184345,12448455
1000089,202305,8536523,8237219,6273848,19798346,8240816,8775808,5974094,19115012
1000089,202306,10005004,9974154,5127914,17227195,10177795,9849874,4873900,17862704
1000089,202307,6431315,6644273,3490184,15509074,6289003,6268228,3720207,14150469
1000089,202308,8607259,8190222,6197217,10466117,8979780,7651313,6049282,9518322
1000089,202309,8933756,8730885,6580273,24379646,8334613,9156815,6515422,23669274
1000089,202310,7736651,7351717,3958030,20513557,7360533,7461829,4229522,19257498
1000089,202311,9111115,9034318,6645198,27082269,8976380,8861948,6097355,28266067
1000089,202312,7694684,7870365,6428146,22155761,8293968,7857956,6549789,24141013
1000089,202401,8152765,8396346,6431932,14485625,8272326,8479702,6532547,14953879
1000089,202402,5726969,5981927,3164001,10644277,6260030,5670168,3116676,10973790
1000089,202403,9065371,9163734,6681086,22820559,8346084,8940442,7121736,20568606
1000089,202404,8917187,8698383,6856434,12080623,8846162,8337246,7463763,12110285
1000089,202405,5878423,6127755,3026755,9973496,5783284,5991012,3005771,10606017
1000089,202406,7487456,7693597,6305479,9922584,7637513,7694462,6250176,10228438
1000089,202407,10466902,10544805,9027775,20559970,11119962,9855928,9031501,19440612
1000089,202408,7743490,7894983,6505932,16639274,8272289,7726843,6796257,17798949
1000089,202409,8139633,8485010,6754695,12219256,8416697,8290693,6981734,13354123
1000089,202410,10129818,10344969,8083453,11655370,10416565,9902212,7635362,11140185
1000089,202411,9189966,9069002,6923470,22669588,10015279,9973174,6319598,21341577
1000089,202412,8530489,8712212,6580852,9707780,8332048,7969282,7172146,9394270
1000089,202501,9582860,9142314,7882459,28264309,10220663,9403694,7505787,25794903
1000089,202502,9907554,9795019,7579272,15069922,10742768,9157242,7789364,16195442
1000089,202503,7919840,7845649,4998138,18701990,7906438,8378406,5326453,20307740
1000089,202504,8008720,7741900,5208746,15425021,8375683,8383233,5000684,15836261
1000089,202505,7574290,7213061,6504974,9190494,7387992,7070931,6681172,9676367
1000089,202506,10406776,10025244,5274662,20783880,9696782,10673834,4861023,21484923
1000089,202507,9091938,9232518,7087422,18928007,9249235,8770724,7753542,18463718
1000089,202508,6097070,6281377,5377073,16607797,5726943,5829203,4901909,17046383
1000089,202509,9900692,10384047,7747205,24667210,9816732,10001661,7651410,26326426
1000089,202510,8035313,7911861,7212214,10049562,8634553,7661330,7265323,10672448
1000090,202101,4110676,4151527,3185847,6155363,3770326,4066302,3370933,5639614
1000090,202102,5711009,5960662,2934003,9666377,5174663,5809212,2711680,9594074
1000090,202103,5269959,5094491,4378302,6962535,5382185,5003956,4326469,6819554
1000090,202104,6802487,6950540,4175720,13388030,6572646,7242509,4008450,14062810
1000090,202105,4560669,4676956,3094062,13546041,4485817,4438973,2977731,13549768
1000090,202106,6631844,6359258,4143819,13779408,6506781,5746957,4374868,13365202
1000090,202107,5737533,5944801,3485101,14398775,5263176,5932531,3140397,14993011
1000090,202108,4063615,4190848,2733034,9742849,3660152,4147507,2869184,9691364
1000090,202109,7115577,6783566,4635802,19317594,7682579,6186700,4923591,18377306
1000090,202110,5587558,5359074,4209305,8436512,5272194,4966576,4547196,9095263
1000090,202111,4849757,4631094,4002312,12280893,4778057,4640282,4103876,11330469
1000090,202112,5443788,5353825,3368809,15104197,5957600,5069805,3256597,13648417
1000090,202201,6736301,6742558,3944026,9605080,7176535,7251753,3886628,8921027
1000090,202202,4896427,4912265,3754375,8612444,4512479,4591290,4107088,8033073
1000090,202203,4523009,4417924,3474249,13312090,4530715,3993911,3739116,13413374
1000090,202204,4311373,4488827,3709731,11138418,4509764,4441751,3682669,11416578
1000090,202205,4872990,4808794,2467576,7976707,5066343,5276365,2686234,7894724
1000090,202206,6477400,6183034,5448894,14065605,6815315,6348581,5800843,13233402
1000090,202207,5451173,5342273,3861615,10183988,5404788,5186310,4171385,9434835
1000090,202208,4638818,4653249,3472251,9421132,4338151,4203622,3599319,9406344
1000090,202209,4434863,4394160,2379519,7871064,4403705,4380932,2549727,7974148
1000090,202210,4989015,4876184,3357836,8135731,5136577,4589918,3620933,7816747
1000090,202211,7009365,6750946,4141980,16696656,7161597,6950441,3804008,15763112
1000090,202212,5023277,5183602,3022455,12956183,4591799,5269658,3303674,11869399
1000090,202301,7169742,7525465,5030563,19792205,6545906,7172089,4863159,17916871
1000090,202302,5496439,5402747,4534465,7668230,6007891,4936903,4479960,7063569
1000090,202303,4478049,4425038,3571299,11926949,4166202,4650731,3779794,12504402
1000090,202304,6847042,6927862,5042161,10846546,6565577,7046278,5208447,10508174
1000090,202305,5413671,5531928,3874928,10350609,5703448,5910451,4179543,9372308
1000090,202306,6243232,6175823,4188724,17560607,6130450,5879136,4105430,17589284
1000090,202307,7155060,7444789,6361449,14049367,6699232,7672394,6200234,14150711
1000090,202308,4048859,4073153,2931685,5969721,4022324,3762518,2657096,5884579
1000090,202309,4203644,4182789,2528855,5900867,4261612,4008625,2510002,5441405
1000090,202310,6279119,6371216,3717466,12549881,6219802,6570684,3884061,13189843
1000090,202311,4819638,5037873,3588419,12285631,5223471,5365920,3445728,12750228
1000090,202312,4495143,4627548,3187645,13461558,4301581,4461812,3163882,13178136
1000090,202401,4012878,3828290,2018795,10417737,4142359,4057109,1905499,10169410
1000090,202402,3954599,3888284,3290329,10939697,3647955,4026514,3469841,10186903
1000090,202403,6458892,6439867,5048586,16282101,6319748,6244964,4604826,17107764
1000090,202404,4329215,4248915,3310688,12127545,4537877,4568770,3446679,12369062
1000090,202405,5438178,5547043,2868705,6770301,5138879,5557281,2799247,6209440
1000090,202406,5897938,6090369,3803122,16908621,6003830,6270944,3454448,16496265
1000090,202407,5307184,5429963,4639290,9835123,4939329,5425218,4967259,10628937
1000090,202408,3972101,4166469,3356567,11324726,3656479,4127070,3348324,11216857
1000090,202409,6488891,6341299,3985588,8071482,6519041,6782625,4064756,7788863
1000090,202410,3916889,4063768,2204517,9631479,4053988,3896913,2306820,9908449
1000090,202411,6416982,6588073,4361206,16028392,5920778,5977528,4496468,15076216
1000090,202412,6854244,6759777,4402701,20522502,7426952,7273226,4605979,20620203
1000090,202501,5322117,5446720,4113413,13629010,5030222,5800782,4329187,14091095
1000090,202502,5663845,5439599,5021417,10347222,5233364,5294427,5110950,11081623
1000090,202503,5468998,5627234,3528600,11806321,5143810,5273225,3433777,12260874
1000090,202504,5176941,5193678,2717322,9300099,4834820,5376011,2577728,9085098
1000090,202505,6834679,6692716,5871300,10063623,6275157,6128869,6344413,10602630
1000090,202506,6856337,6963143,3532246,10779220,7264754,6856961,3864224,11638108
1000090,202507,4999286,5070085,4404902,7608013,4994824,4650142,4279505,7574178
1000090,202508,5928460,5756230,4540203,12703202,5796278,5868948,4188165,11444316
1000090,202509,6966053,6638925,6106969,19656148,7593872,6011159,5768077,21153624
1000090,202510,7083013,7035997,4107183,20074537,6900283,7217861,4247375,18731317
1000091,202101,4772908,4806085,2464156,5746825,4455006,4972573,2302967,5317336
1000091,202102,4613013,4786741,3207354,5774610,4404544,4774433,3387044,5552493
1000091,202103,4117014,4293311,2800596,6446116,3902078,4014252,3037543,6291388
1000091,202104,6054454,6071893,3830028,9593966,6052929,5587834,4185187,10168407
1000091,202105,3729969,3824636,3293796,4775439,3574433,3681818,2970559,4669599
1000091,202106,4974778,4944582,4124257,9144041,4990758,4910174,4502166,8318921
1000091,202107,4127997,4229579,3156401,9150441,4267765,4349875,3308030,9399262
1000091,202108,4117908,3996347,2327208,9053254,4346286,3597711,2133607,9363275
1000091,202109,4476698,4418977,3553286,9546631,4664860,4605514,3493051,10146581
1000091,202110,6168167,6250961,4877817,10754055,5804973,6516891,5072974,10536535
1000091,202111,3479740,3312071,2331520,8498450,3212426,3275332,2544474,7794899
1000091,202112,4971110,5081697,4324439,13274451,5013314,4922544,4033958,13415325
1000091,202201,3558373,3677769,2016854,6255339,3344096,3929555,1866692,5781181
1000091,202202,3763314,3725357,2284087,4751248,3450909,3937394,2271454,4292349
1000091,202203,4575238,4551420,2403325,7608746,4600030,4991338,2628323,8032680
1000091,202204,4777183,4944996,3908597,6501748,4611695,4818335,4277083,6376148
1000091,202205,4060325,4172249,3039980,8071851,4268334,4511730,2874553,8112218
1000091,202206,4224579,4135081,2644485,5898681,4067586,3793855,2548938,6090800
1000091,202207,3570892,3508035,2019430,7068241,3912781,3445918,2184228,6928328
1000091,202208,4186873,4261767,2160673,6363651,4403353,4232253,2262156,5792362
1000091,202209,6076349,6114750,3443456,15212681,5538826,6042442,3768736,14460394
1000091,202210,6014108,5810969,4097495,6930535,6024780,5956357,4419679,6506859
1000091,202211,4277050,4195756,2561400,9212842,4330616,3919010,2415449,10092473
1000091,202212,4949211,5147171,2987308,7037915,5142529,5524409,3142484,7375038
1000091,202301,5914094,6025382,5028343,6516648,5911488,6087761,4574349,6453501
1000091,202302,3340786,3503139,2358778,9192106,3329723,3786339,2508717,8389391
1000091,202303,5632350,5782740,4459135,13381916,5483586,5207509,4549706,12353784
1000091,202304,6024539,6290808,3098326,7759554,5749171,6454354,3380955,8245146
1000091,202305,3583307,3481608,2315050,8462830,3903081,3420650,2528049,9216781
1000091,202306,3783045,3885748,2616610,8557739,3645036,3889710,2381541,7755622
1000091,202307,6059794,5769055,3481756,12115817,5530678,6050359,3245359,13110276
1000091,202308,4854319,4937211,2660538,9206654,4531297,4667789,2652134,8986732
1000091,202309,3363610,3353277,2852749,9369108,3603957,3155366,3069268,8832506
1000091,202310,4057019,3994849,3553026,6352404,4127313,4157046,3776472,5847047
1000091,202311,4604806,4771686,2447558,8550153,4861552,4792076,2674872,9014852
1000091,202312,5296877,5484528,3387922,9138804,5623992,5192355,3467933,9081979
1000091,202401,5411530,5153022,4780081,13882100,5761370,5136551,4547351,14805048
1000091,202402,6158564,6226003,3284144,17498229,6220905,6175645,2972220,16539876
1000091,202403,4142128,4087382,3137481,11244159,3874646,4243883,2963618,11645728
1000091,202404,4856256,4815298,4316670,12702205,4514601,4336331,4467989,11732065
1000091,202405,4842308,5003092,4315898,14405386,4913959,5089905,4683849,13223426
1000091,202406,4478625,4393459,3083485,10858760,4359058,4486317,2973036,10062595
1000091,202407,3805018,3973598,2150214,9615288,3849192,4168709,2311782,10209322
1000091,202408,6107392,5911731,3547379,18122615,6105532,6371936,3472811,18686662
1000091,202409,5753789,5847416,4924325,6405592,5871394,5777468,4735498,5977652
1000091,202410,4742640,4824263,4100833,10930324,4298834,4672318,4108086,10678428
1000091,202411,5041476,4916545,3746582,12624087,4570437,4525503,3703326,13289846
1000091,202412,3970510,3900927,3202099,11291619,4146479,3773628,3467104,10807602
1000091,202501,4872113,5035230,3878067,13541084,4573089,4600674,3853446,14681957
1000091,202502,5302748,5441576,4055163,14315962,5464162,5771139,3874574,15503049
1000091,202503,4790591,4708717,3980553,13878358,4835216,4997838,4253273,14025193
1000091,202504,6143933,6164795,4756403,13031407,6735955,6062752,5230853,13375369
1000091,202505,5064538,4842549,3614058,5637581,5404273,4609759,3721158,5810337
1000091,202506,4379866,4252300,2605067,4909844,4303774,3927441,2475054,4672667
1000091,202507,5522595,5514764,4404574,11789714,5651175,5902162,4174492,11472149
1000091,202508,3808723,3651031,2625638,7339474,3517195,3926680,2393377,6805073
1000091,202509,4418439,4570138,2730227,8648500,4318039,4356520,2499409,9383399
1000091,202510,4311461,4405453,3538754,8022632,4513140,4512735,3832458,8381804
1000092,202101,4932385,5151202,3840776,14026119,5053397,4902557,3530815,12753546
1000092,202102,6012290,6128607,5260367,10716447,5993617,5791688,5243895,10822298
1000092,202103,5093969,5318308,2884086,13890393,4764418,4809035,2998366,13454439
1000092,202104,6050042,6083022,4596069,17033549,6416851,6176894,4918119,18107643
1000092,202105,5378827,5432732,3214902,11021503,5134807,5052377,3003535,10677191
1000092,202106,4655483,4877536,4010387,9074384,4953879,4401850,3960480,9335998
1000092,202107,6099303,6185991,3292402,15528454,6235450,5697113,3128756,14490346
1000092,202108,4335251,4131835,3305475,10600321,4224902,3977940,3144050,10724886
1000092,202109,4292339,4388402,3504412,7400922,3897963,4536873,3366926,7095834
1000092,202110,5156701,5365789,3310432,6677110,4880733,5046656,3368110,6229594
1000092,202111,4404863,4535062,3883570,7061962,4747623,4886611,3508088,7230402
1000092,202112,3628004,3658418,3048583,4894011,3858726,3503658,2992956,5029713
1000092,202201,5600406,5696342,3460195,9296625,5684247,5504063,3243469,10195336
1000092,202202,5177039,5430813,2604135,8270117,5142169,5124490,2847422,8549822
1000092,202203,4974692,4771058,3077657,11499755,5121089,4536136,3128579,11535887
1000092,202204,6583724,6693833,4032690,19181959,6539281,6123699,4329572,20764934
1000092,202205,5362505,5246351,4590228,12885633,5517272,5031009,4310857,13731654
1000092,202206,6264242,6351998,5555433,17919702,6022948,6808855,5899887,18094405
1000092,202207,4030264,4073639,2128688,10437784,4303110,4227153,2092407,10461475
1000092,202208,5356356,5170735,3687947,13299657,5572664,5558817,3450218,14475264
1000092,202209,6278275,6094162,4516169,11845332,6064783,5612551,4752134,12122813
1000092,202210,5399245,5464915,2900283,9271095,5756314,5416404,3052264,9667488
1000092,202211,5815529,5599325,3785904,15748028,5800807,5296127,4161380,14446229
1000092,202212,4747973,4636481,2976186,13390457,4439011,4841613,3143410,13975099
1000092,202301,3885234,4015484,2775698,7609528,3557096,4393130,2578771,7251395
1000092,202302,5012900,4926222,3832243,5600511,5213020,5236928,3696232,5169874
1000092,202303,4817203,4811451,3764133,12552710,5168975,4364253,3727791,13430561
1000092,202304,6275438,6552272,3480998,10301952,6661304,6312012,3221073,10695880
1000092,202305,4352857,4234088,3591886,4869919,4488362,3834880,3798806,4779888
1000092,202306,6583001,6510341,5078237,17309858,6110835,5911607,5105353,17072424
1000092,202307,6556476,6626274,5609917,13657709,6024147,6069024,6108582,12830373
1000092,202308,4364077,4475508,2966413,10482078,4228816,4275297,3019397,9453893
1000092,202309,4673943,4861673,4008167,13264232,5005709,4671292,4026523,12864604
1000092,202310,6363367,6627747,5385378,13542710,6951006,6495793,4923770,12590425
1000092,202311,6582655,6764757,4445686,13534391,6242148,6636133,4133906,13322514
1000092,202312,4968277,4833304,3241588,8208875,5228709,5095664,3468191,8756940
1000092,202401,4590460,4372325,4008044,7711368,4658278,4058744,4401374,7117213
1000092,202402,5223324,5162615,4105876,13650791,4734219,4809224,4036223,12536213
1000092,202403,5722203,5517089,4985744,11176352,5771318,5656769,5294945,12075159
1000092,202404,4443820,4537312,3638554,6268895,4715728,4602415,3731399,6576245
1000092,202405,5872488,5967111,4367480,7514462,5609544,5554192,4768466,6842774
1000092,202406,3759363,3587925,2053894,7513268,4058128,3840704,1946326,6881508
1000092,202407,3752072,3878364,2313498,7441914,3554158,3745770,2334243,7717152
1000092,202408,4791926,4671525,4253011,11220633,4386024,4547231,4175432,10929668
1000092,202409,4690671,4658880,2944657,9358020,4371648,4584766,2969224,9777583
1000092,202410,4573909,4650720,2457570,6278165,4882193,4485807,2343960,6158194
1000092,202411,5115096,5078993,4005229,10561780,5030498,5137355,4003423,11549912
1000092,202412,4589647,4562700,3642351,12956113,4862222,4461086,3733267,13459889
1000092,202501,4193212,4011070,2575399,5882819,4219405,3818085,2359691,5349383
1000092,202502,4554890,4509998,2819790,10979716,4537179,4874834,2956824,10607507
1000092,202503,6608211,6783228,4543523,14725292,7013840,6523227,4731191,14912615
1000092,202504,4868531,5070660,2476697,12279958,4794030,5271953,2665152,11400402
1000092,202505,4972208,4929196,4055975,6892178,5272561,4778586,3995830,6206434
1000092,202506,5379000,5337896,3371748,15540200,4949392,5268738,3076159,14232672
1000092,202507,6634243,6768670,5582750,15124987,6815106,6411207,5539719,15198383
1000092,202508,4345470,4537875,3567857,11773769,4521537,4766883,3309265,12085197
1000092,202509,5702186,5569359,4359667,8944180,6157331,5833573,4488230,8215950
1000092,202510,5809267,5774495,3659547,14551542,5488971,5222730,3328088,15032198
1000093,202101,9566783,9849934,6759186,24720168,9766192,8983522,6588849,25299233
1000093,202102,6769288,6843542,4589114,12557889,6678926,7421652,4206237,13662724
1000093,202103,9941841,9554692,6318564,18188713,9708747,10297716,5690961,19428002
1000093,202104,6637252,6722031,5570343,15596300,6115183,6730214,6083435,16978886
1000093,202105,9506482,9208687,6591821,12144289,8811051,9196453,7245897,13276398
1000093,202106,10280017,10290518,8564171,25676253,10972866,10933519,8659238,25372289
1000093,202107,7429321,7450942,4027341,8777630,7800420,6912164,3817078,8756406
1000093,202108,10830303,11237742,6026087,15835219,10575446,11583188,6521550,15143606
1000093,202109,6455294,6431082,5751202,15246585,6879389,6400190,6237795,15272298
1000093,202110,10842118,10602986,7970121,13951799,9933041,11118993,8535216,12977167
1000093,202111,8774066,8538014,6176134,25852785,8993020,7735616,6230940,26739178
1000093,202112,7465011,7744390,5294651,20528427,8014698,7888010,4844290,18577949
1000093,202201,7013041,6782319,4110395,16059684,7488334,6859268,3772059,15210537
1000093,202202,11432599,11347847,9002961,30367374,11141714,12121425,9717111,28594354
1000093,202203,6683473,6474395,3568388,18622843,7011275,6703376,3836607,20253790
1000093,202204,7365274,7566569,5371711,11732908,7258430,8141870,5301231,10899640
1000093,202205,8167339,8146408,5948334,22165194,8722943,8777385,5743895,23897516
1000093,202206,9636406,9492962,8341999,14166559,9695692,9318602,8582455,13102248
1000093,202207,9229607,9101407,6557387,17401042,9718512,8441435,6959994,17925502
1000093,202208,6969173,7214637,3866671,15058245,6381771,7402626,4045840,14515804
1000093,202209,7854048,7896282,5726396,19292627,7995461,8486522,5858793,18582667
1000093,202210,7579143,7744268,4066445,8771103,7655365,7085932,3848085,9645180
1000093,202211,7443197,7738720,4328349,12295922,7606912,7828370,4122756,11622210
1000093,202212,8508822,8850656,4360289,19197487,8841757,8169154,4555688,18055467
1000093,202301,10088305,9915299,7115457,17947099,10931907,8977303,7546112,18267758
1000093,202302,7464283,7802005,3984531,19202223,7890765,8082308,3678626,20126819
1000093,202303,8269029,7876147,5687088,19334140,7805364,8162601,5331414,21199902
1000093,202304,8399743,8296288,7334470,12980650,8947231,8463305,7599200,13503546
1000093,202305,11557439,12014881,9106158,15917656,10683880,12878084,8903976,16114624
1000093,202306,11439929,11182115,6074198,26256802,11719517,10244777,6151088,25779619
1000093,202307,10606586,10365902,6254533,20745293,11418528,9547535,6398155,21139921
1000093,202308,7594821,7444916,5843948,10792380,6988939,7987703,6166771,11010029
1000093,202309,6658514,6733298,5712210,11453383,7124200,6737710,6061473,10806751
1000093,202310,8000604,7951266,4105649,13407322,8478433,7590362,3925079,13866411
1000093,202311,7730373,7905647,6377406,10091621,7736210,8282203,6430079,9495052
1000093,202312,9019960,9376167,6536995,19294841,8675212,10115766,6044790,19256076
1000093,202401,10485735,10668395,7533335,26748401,10287425,11072947,8048637,25463779
1000093,202402,10920368,10597634,9644052,23952594,11943951,11216392,10310355,23055813
1000093,202403,10847787,11317151,8668009,28963087,10200602,10824848,8320431,29622733
1000093,202404,8231262,8037409,6914651,11049483,8362310,7697869,6445312,10087040
1000093,202405,9997721,9647695,6414520,19272232,9164392,10350286,5862989,17391396
1000093,202406,7978655,7651504,5758559,18014914,7528488,7827278,5844910,16684044
1000093,202407,6620054,6662014,4939634,15784876,6968687,6307811,4535994,14738992
1000093,202408,10075005,9685870,6333486,24401601,9677241,9732675,6562244,22927124
1000093,202409,6344600,6115417,4619498,15766548,6960998,6342739,4784068,16630337
1000093,202410,8498243,8328304,5053583,19866484,8499631,7859502,5168791,19655334
1000093,202411,8067880,7891720,4496635,10319087,8094567,8136215,4835286,10257040
1000093,202412,10030850,10135411,6515920,24285498,9100618,9207300,6357297,24986543
1000093,202501,10423813,10753982,8294393,25820692,11375562,10331762,8961709,27003841
1000093,202502,7931525,8138815,6872467,23696318,7414759,8421999,6235973,21343313
1000093,202503,10668546,10415151,7287530,25790021,10750353,9684734,6723120,27630011
1000093,202504,7876637,7676027,5963634,18943136,7712290,7249545,5858919,20793633
1000093,202505,8698552,9103723,4707785,18076854,8551693,9793955,4796284,16709547
1000093,202506,10212270,9710067,8800786,28074076,10504953,10048600,7977693,28922365
1000093,202507,10028384,10409182,7295064,30024841,10353481,10406930,7393451,27036851
1000093,202508,11616285,11267481,9433995,29972167,10813108,10615980,9070594,27268854
1000093,202509,7505851,7841575,6138108,16991375,7505230,7592855,6613377,16260749
1000093,202510,9863352,9707814,5943579,12329329,10436368,9852131,5983144,13183514
1000094,202101,7721824,7675764,5495388,19156334,7634237,7146616,5591990,19740605
1000094,202102,9049476,9236909,8001473,22137434,8444617,9203183,8714599,21897556
1000094,202103,5751234,5801654,3081820,14801257,5536387,5696034,3244645,14619493
1000094,202104,8339606,8187774,6448349,11147178,7859877,8149598,6368741,11071496
1000094,202105,7541800,7582398,6673781,17663587,6977398,6984239,6642920,16996020
1000094,202106,6265502,6410051,3886057,10412483,6112098,5905576,4001025,11199072
1000094,202107,7133903,6807409,6025145,18152325,7192310,7439287,5663876,18398721
1000094,202108,6522458,6203639,5697125,10153578,5965115,6798403,5228423,10120984
1000094,202109,7589812,7557985,6063003,18212205,7747411,7446375,5834108,18084998
1000094,202110,8936028,8607036,5294876,14838154,9817164,9104514,5589676,16131526
1000094,202111,7546305,7670324,4781341,8429895,8246790,7909318,4549277,8806984
1000094,202112,7817635,7594091,4020795,18006984,8332306,7012257,3723866,16727820
1000094,202201,7326532,7277335,6099933,9635937,6984150,6981407,5757144,9514466
1000094,202202,5293942,5133890,4446087,12454812,4788272,4942551,4605232,11927655
1000094,202203,6083765,6113261,4581586,17391403,6489602,6230359,4685998,19084868
1000094,202204,7210266,6933430,4621860,21209482,6569590,7044332,4795933,20850599
1000094,202205,6420123,6113951,3407315,9939980,6042142,6631813,3285986,9080907
1000094,202206,5861654,5598542,4696492,15460587,5913767,5923298,5073015,15186044
1000094,202207,7263000,7592927,5742203,12868229,6795811,8134830,5686814,12408447
1000094,202208,6474785,6243173,5600954,18199768,6907026,6731674,5616315,18562244
1000094,202209,6193523,6322644,4906588,16079811,6536841,6703617,5347011,15198888
1000094,202210,7088478,6782203,5893913,8792911,7451081,6555516,6458876,7976882
1000094,202211,5650913,5429487,4511586,10587326,6008194,5120020,4657348,9731616
1000094,202212,9104454,9112535,6849051,15849979,8594061,9243331,7458360,15162557
1000094,202301,8843443,8812376,5932062,22920824,9248282,9146485,5981306,22225509
1000094,202302,8147566,8515494,7013807,15313699,7911745,8322308,6743470,16338033
1000094,202303,5533238,5779376,4207404,13283743,5717876,6182012,4051808,12672875
1000094,202304,8444279,8680388,5567668,18954256,7805928,9479967,5633300,17178215
